,0,1,2,3,4,5,6
13,제2018- 1251호,충남일보,11월  26일,05면,알레르기  특화  대전코젤병원  개원,〃,〃
1,제2018- 1252호,인터넷 충남일보,11월  25일,종합뉴스,어린이  알레르기  특화 대전코젤병원  개원,기사형광고,시정권고
2,제2018- 1253호,충청신문,11월  13일,16면,"세종경희  천세연  한의원,  이색 진료  눈길",〃,〃
3,제2018- 1254호,인터넷 충청신문,11월  12일,지역소식,"세종경희  천세연  한의원,  이색 진료  눈길",〃,〃
4,제2018- 1255호,파이낸스 투데이,11월  12일,Business,리프팅  중점  진료  담클리닉  ‘개원 5주년’  …  “초심  잃지  않는  진료 선보일  것”,〃,〃
5,제2018- 1256호,인터넷 경기도민일보,11월  7일,이슈,"산본역  바로이치과  개원, 서울대병원  프로세스  도입한  치료 선보여",〃,〃
6,제2018- 1257호,인터넷베이비타임즈,11월  16일,키즈산업,"쁨클리닉  성형외과,  일산  정발산역 개원  및  피부과  전문의  진료  개시",〃,〃
7,제2018- 1258호,인터넷베이비타임즈,11월  23일,키즈산업,"체형  관리  전문  비만클리닉 ‘예쁨주의  상상클리닉’,  명동점 개원",〃,〃
8,제2018- 1259호,헤모필리아 라이프,11월  13일,경제일반,"강남  요로결석,  24시간  삼성N유 비뇨기과가  책임진다",〃,〃
9,제2018- 1260호,씨씨티브이뉴스,11월  2일,생활·문화,"방이동  예스치과  개원, 임플란트부터  충치치료까지 다양한  진료서비스  제공",〃,〃
10,제2018- 1261호,위키트리,11월  13일,사회,학생  2명과  부적절  관계  의혹' 논산  여교사가  학생과   주고받았다는  문자,사생활 침해,〃
11,제2018- 1262호,인터넷 팸타임스,11월  13일,라이프,[☞핫키워드]논산  여교사  신상 보니  나이  30대  기혼  기간제 교사…카톡  “임신테스트기”  충격,〃,〃
12,제2018- 1263호,톱스타뉴스,11월  11일,충격사건,"충남  논산  기간제  여교사, 제자와의  사랑?…고3  남학생과 불륜  발각",〃,〃
13,제2018- 1264호,내외뉴스통신,11월  13일,오늘의 핫뉴스,"논산  여교사,  외로운  틈 男고생으로  채웠나...  교내  소문 파다했다?",〃,〃
1,제2018- 1265호,내외일보,11월  13일,뉴스,"논산  여교사  성추문,  보건실 밀애부터  카톡  문자  공개까지",사생활 침해,시정권고
2,제2018- 1266호,뉴스렙,11월  13일,사회,"‘고교생들과  불륜행각’  논산 여교사,  어떻게  관계  시작했나?",〃,〃
3,제2018- 1267호,뉴스인사이드,11월  13일,-,"논산  여교사, 보건교사였다…""아이가 힘들어해서  따뜻하게  대해준  것""",〃,〃
4,제2018- 1268호,베타뉴스,11월  12일,종합,"논산  여교사'  정체는 양호선생님…""너네  엄마  무서워"" 발언  있었다",〃,〃
5,제2018- 1269호,비즈트리뷴,11월  13일,사회,"논산  여교사'  보건실에서  근무, 학생과  성관계  한명이  아니다? 협박한  다른  학생과도  '부적절'",〃,〃
6,제2018- 1270호,서울와이어,11월  13일,방송/연예/스포츠,"논산  여교사,  외로운  틈  男고생과 밀회로  채웠나?  ""교내  소문 파다해""  주장도  나와",〃,〃
7,제2018- 1271호,스페셜타임스,11월  13일,종합뉴스,"논산  여교사,  당사자간  입장 갈려...사회적  파장  크다",〃,〃
8,제2018- 1272호,이투데이,11월  12일,뉴스,"""너네  엄마  무서워""…논산  여교사 정체는  '보건교사',  SMS  베일 벗어",〃,〃
9,제2018- 1273호,인터넷 시사매거진,11월  13일,키워드,"논산  여교사와  얽힌  男제자, 억울하다?",〃,〃
10,제2018- 1274호,인터넷 중도일보,11월  9일,전국,"논산  A고,  충격!  경악!  기간제 교사와  학생  '불륜'",〃,〃
11,제2018- 1275호,한국정책신문,11월  13일,사회,"논산  여교사,  고교생  불륜 행각…어떻게  시작됐나?",〃,〃
1,제2019-1,인터넷 팸타임스,12월  3일,라이프,"트러블메이커'  손태영,  과거 혼전임신  아니라며  눈물…MMA   연예인  특혜  논란부터  삼각관계 스캔들까지",사생활 침해,시정권고
2,제2019-2,아시아뉴스통신,12월  19일,문화/연예,이용대  인스타그램  속  변수미 사진  전부  삭제…파경설에 의미심장한  행보,〃,〃
3,제2019-3,인터넷 내외뉴스통신,12월  19일,오늘의 핫뉴스,"변수미,  쇼윈도  SNS  활동?  별거 중  사진이..",〃,〃
4,제2019-4,디스패치뉴스,12월  19일,All,"이용대X변수미,  결혼  10개월만에 이혼",〃,〃
5,제2019-5,인터넷 경인일보,12월  19일,연예,"변수미  최근  SNS  근황 보니…""애기랑  아빠랑""  이용대와 딸  예빈이  붕어빵  부녀  투샷  게재",〃,〃
1,제2019-6,인터넷 매일신문,12월  19일,사회,이용대와  파경설  변수미  인스타 보니…'이용대와  럽스타그램'  10월 말이  최근?,사생활 침해,시정권고
2,제2019-7,인터넷 시사매거진,12월  19일,키워드,"이용대  변수미  이혼,  별거 이후로도  달달했나?  ""용대  연봉 따라가는  그날까지  힘내자""",〃,〃
3,제2019-8,티비리포트,12월  19일,-,"""쇼윈도  부부였나""이용대·변수미, 결혼  2년만  합의  이혼→별거  1년 '충격'",〃,〃
4,제2019-9,인터넷 데일리한국,12월  19일,문화·스포츠,"변수미,  최근까지도  '이용대  셀카' 게재..갑자기  '파경  이유는?'",〃,〃
5,제2019-10,인터넷 브릿지경제신문,12월  19일,문화,"변수미,  최근까지도  '애기랑 아빠랑'  셀카  게재..'갑자기  합의 이혼?'",〃,〃
6,제2019-11,톱스타뉴스,12월  19일,셀럽,"이용대  아내  변수미,  결혼 1년만에  이혼  위기…인스타  속 그대로  남아있는  ‘딸과  아빠  사진’",〃,〃
7,제2019-12,스포탈코리아,12월  19일,나비뉴스,"“별거  1년째”..이용대·변수미, SNS에서만  화목했던 가족(종합)[Oh!쎈  이슈]",〃,〃
8,제2019-13,오에스이엔(OSEN),12월  19일,연예,"“별거  1년째”..이용대·변수미, SNS에서만  화목했던 가족(종합)[Oh!쎈  이슈]",〃,〃
9,제2019-14,조선닷컴,12월  19일,스포츠,"“별거  1년째”..이용대·변수미, SNS에서만  화목했던 가족(종합)[Oh!쎈  이슈]",〃,〃
10,제2019-15,아시아투데이닷컴,12월  20일,연예스포츠,"변수미,  이용대와  의아한  별거 시점  ‘SNS서는 화목했는데’…‘냄비받침’ 이후부터?",〃,〃
11,제2019-16,인터넷 한국일보,12월  4일,사회일반,"깨끗한  방,  평온한  모습...  얼굴만 검게  변색된  여성의  시신",범죄  묘사,〃
12,제2019-17,한국일보,12월  4일,12면,"깨끗한  방,  평온한  모습...  얼굴만 검게  변색된  여성의  시신",〃,〃
13,제2019-18,조선닷컴,1월  3일,사회,"[속보]잠적한  신재민  ""마지막 글입니다""  유서  게재",자살  보도,〃
1,제2019-19,뉴스웍스,1월  3일,정치·사회,"신재민  前사무관  추정  인물이 고파스에  올린  유서  내용은?… ""정신이  피폐해졌다""",자살  보도,시정권고
2,제2019-20,동아닷컴,1월  3일,사회,"[전문]  신재민  추정  인물, 고파스에  유서  올려…“이젠  진짜 갈게요”",〃,〃
3,제2019-21,부산닷컴,1월  3일,사회,"[전문]  신재민  추정  인물,  고대 커뮤니티에  ""마지막  글입니다""",〃,〃
4,제2019-22,서울와이어,1월  3일,핫이슈,"신재민  ""스트레스를  너무 받다보니…""  유서  남기고  잠적",〃,〃
5,제2019-23,시사플러스,1월  3일,헤드라인뉴스,"【유서  전문】'잠적'  신재민, 봉천동  모텔서  발견…""건강상태 양호""",〃,〃
6,제2019-24,온라인 에포크타임스,1월  3일,시사,"""이제  정말  갈게요""  잠적했던 신재민  '무사히  발견'",〃,〃
7,제2019-25,위키트리,1월  3일,사회,극단적  선택  암시한  후  신재민이 모교  커뮤니티에  직접  올린  유서,〃,〃
8,제2019-26,인터넷 국제신문,1월  3일,사회,"신재민,  모교  커뮤니티에  올린글 보니…  “내가  죽으면 믿어주겠죠?”[전문]",〃,〃
9,제2019-27,인터넷 금강일보,1월  3일,사회,"신재민,  살아있다...어디서 발견됐나?",〃,〃
10,제2019-28,인터넷 천지일보,1월  3일,사회,"신재민,  유서  남기고  잠적… 인터넷에도  유서  올려",〃,〃
11,제2019-29,인터넷투데이코리아,1월  3일,사회,신재민  유서  전문(全文)  “정말 재수가  없다”,〃,〃
12,제2019-30,인터넷파이낸셜뉴스,1월  3일,사회,"신재민  유서  공개  ""죽으면  제  말 믿어주겠죠""",〃,〃
13,제2019-31,한국금융,1월  3일,정치·사회,"고파스에  유서  올린  신재민 ""그래도  잘한  것  같아요...제가 죽으면  믿어주겠죠""[전문]",〃,〃
1,제2019-32,디트news24,12월  18일,TV/연예,"샤이니  故  종현  1주기,  편의점 2차례  찾아  담배  구입한  CCTV 동영상  ""객실  연기  자욱…""",자살  보도,시정권고
2,제2019-33,인사이트,12월  24일,이슈,중국서  아직까지  '남아선호사상'이 심각하다는  걸  보여주는  충격적인 영상,폭력  묘사,〃
3,제2019-34,디스패치뉴스,12월  3일,Issue,“상품가치  없다”는  이유로  돼지들 쇠망치로  때려  죽이는  축산업자 (영상),충격 혐오감,〃
4,제2019-35,뉴스1코리아,12월  3일,문화,돼지  둔기로  내리쳐  죽인 농장…동물단체  검찰  고발,〃,〃
5,제2019-36,그린포스트코리아,12월  3일,시사,[영상]  어린  돼지  둔기로  때려 죽이고  일부  생매장  의혹까지,〃,〃
6,제2019-37,인터넷  한겨레,12월  3일,사회,‘도나도나  사건’  후유증으로  새끼 돼지  수난,〃,〃
7,제2019-38,인사이트,12월  7일,이슈,길  가던  남성  차  쌩쌩  달리는 도로에  확  밀쳐  죽이려  한  노숙자,〃,〃
8,제2019-39,디스패치뉴스,12월  24일,World,자신의  발  절단해  친구들과  인육 고기  해먹은  남성,〃,〃
9,제2019-40,인터넷 국민일보,12월  8일,시사,"사과나무치과병원,  주엽역으로 확장  이전…  경기북부  최대 치과병원  ‘우뚝’",기사형광고,〃
10,제2019-41,인터넷  주간 고양신문,12월  13일,뉴스,"""고양시민의  백세건강,  사과나무가 함께  합니다""",〃,〃
11,제2019-42,디트news24,12월  13일,디트메디,알레르기에  특화된  어린이병원 대전코젤병원  진료  시작,〃,〃
12,제2019-43,인터넷 아주경제,12월  14일,기업,어린이  알레르기  특화 대전코젤병원  진료  시작,〃,〃
13,제2019-44,스포츠한국,12월  3일,라이프,"365다움피부과의원,  진료과목 확대하고  왕십리  비트플렉스로 확장이전",〃,〃
1,제2019-45,스포츠한국,12월  4일,라이프,"김영진한의원,  서울대입구역 대우디오슈페리움으로  확장이전… 환자  접근성  강화",기사형광고,시정권고
2,제2019-46,인터넷베이비타임즈,12월  13일,키즈산업,"쁨클리닉,  건대입구역과  연결된 위치에  ‘건대쁨클리닉’  개원",〃,〃
3,제2019-47,정신의학신문,11월  21일,라이프,"겨울방학,  수험생  치아교정을 고민한다면?",〃,〃
4,제2019-48,쿠키뉴스,12월  21일,사회,강남  압구정에  암  특화 요양병원이?,〃,〃
5,제2019-49,파이낸스 투데이,12월  19일,뉴스 일반,네트워크  피부과  '유앤미클리닉 평촌점'  개원,〃,〃
6,제2019-50,파이낸스 투데이,12월  27일,뉴스 일반,"‘여성질환  특화’  유앤그린 여성한의원,  1월  2일  부산점  오픈",〃,〃
1,제 2019-51호,인터넷 한국스포츠경제,2018년 12월  27일,엔터,"김동성,  부인  오유진  씨와  14년 만에  이혼...장시호    동거설 재관심",사생활 침해,시정권고
2,제 2019-52호,인터넷 국제신문,2018년 12월  29일,-,"김동성-오유진  부부  과거  인터뷰 재조명,  아내  오유진  누구? 서울대  음대  졸업",〃,〃
3,제 2019-53호,아시아뉴스통신,2018년 12월  27일,연예∙문화,"김동성  서울대  음대  출신  아내 오유진과  이혼,  ‘자기야’ 프로그램의  저주?  최순실  조카 장시호와의  불륜은?",〃,〃
4,제 2019-54호,리서치페이퍼,2018년12월  27일,Life,"김동성  이혼,  '자기야'의 저주인가..  서울대  음대  출신 아내에  최순실  조카  장시호와의 불륜까지  등장",〃,〃
5,제 2019-55호,메디컬리포트,2018년 12월  27일,Health &  Life,김동성  이혼  소식에  '자기야'의 저주  걸렸나..서울대  음대  출신 아내+최순실  조카  장시호와의 불륜  화제,〃,〃
1,제 2019-56호,인터넷 팸타임스,2018년 12월  27일,-,김동성  서울대  음대  출신  아내와 이혼  보도에  '자기야'의  저주 '소름'..  최순실  조카  장시호와의 불륜  해결    못했나..,사생활 침해,시정권고
2,제 2019-57호,푸른한국닷컴,2018년 12월  29일,통일,"김동성  이혼,  동거설  상대  장시호 출소  시점과  맞물려  관심  끌어",〃,〃
3,제 2019-58호,인터넷 금강일보,2019년 1월  6일,경제,"이건희,  올해  나이는?  사망설  왜 나왔나  보니…",〃,〃
4,제 2019-59호,아시아뉴스통신,2019년 1월  22일,연예∙문화,"""거짓말쟁이  극혐""  '바스코  전여친 VS  박환희'  어떤 사건이길래?…바스코  박환희  나이   차이는?",〃,〃
5,제 2019-60호,메디컬리포트,2019년 1월  30일,헬스  & 라이프,"김나영,  남편과의  결혼에 ""지금까지  봤던  모습 아니었다""..김구라의  독설  재조명",〃,〃
6,제 2019-61호,인터넷 입법국정전문지 더  리더,2019년 1월  18일,-,"김학래  이성미  해명,  8년  전 뭐라고  남겼나..",명예훼손,〃
7,제 2019-62호,인터넷 국제신문,2019년 1월  14일,뉴스,신유용  유도선수  폭로글 보니…코치가  성폭행  후 “임신테스트기  해보라”,성폭력 피해자 신원공개/성폭력 피해자 보호,〃
8,제 2019-63호,채널A,2019년 1월  14일,사회,"신유용  ""17세부터 성폭행""…돈으로  입막음 시도까지?",성폭력 피해자 신원공개,〃
9,제 2019-64호,연합뉴스,2019년 1월  14일,영상,"[영상]  체육계  확산하는  미투…전 유도선수  신유용  ""코치가  성폭행""",〃,〃
10,제 2019-65호,놀라운뉴스,2019년 1월  14일,SOCIETY,"[영상]  신유용  고1때부터  성폭행 폭로  20차례  성폭행,”룸살롱”말고 “여선수”  찾아 주장(영상,기사전문)",〃,〃
